date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:05	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:04%20GMT	https://lakathybill.wixsite.com/fbbc0ea4.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/fbbc0ea4.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:05	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:05%20GMT	https://lakathybill.wixsite.com/5d29307d.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/5d29307d.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:06	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:05%20GMT	https://lakathybill.wixsite.com/85af43ab.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/85af43ab.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:06	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:06%20GMT	https://lakathybill.wixsite.com/7010eb60.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/7010eb60.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:06	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:06%20GMT	https://lakathybill.wixsite.com/63767dfb.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/63767dfb.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:06%20GMT	https://lakathybill.wixsite.com/6ea7cb26.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/6ea7cb26.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:07%20GMT	https://lakathybill.wixsite.com/5af11dd2.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/5af11dd2.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:07%20GMT	https://lakathybill.wixsite.com/2a453020.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/2a453020.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:08	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:08%20GMT	https://lakathybill.wixsite.com/f4335005.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/f4335005.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:08	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:08%20GMT	https://lakathybill.wixsite.com/566bec70.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/566bec70.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:08	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:08%20GMT	https://lakathybill.wixsite.com/fc40122e.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/fc40122e.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:09	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:09%20GMT	https://lakathybill.wixsite.com/45242c23.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/45242c23.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:09	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:09%20GMT	https://lakathybill.wixsite.com/0efca64c.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/0efca64c.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:10	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:09%20GMT	https://lakathybill.wixsite.com/42ccdc69.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/42ccdc69.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:10	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:10%20GMT	https://lakathybill.wixsite.com/4ea3b970.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/4ea3b970.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:11	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:10%20GMT	https://lakathybill.wixsite.com/0ee85551.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/0ee85551.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:11	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:11%20GMT	https://lakathybill.wixsite.com/085f85ee.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/085f85ee.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:11	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:11%20GMT	https://lakathybill.wixsite.com/fc21aae5.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/fc21aae5.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:12	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:12%20GMT	https://lakathybill.wixsite.com/641eb53d.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/641eb53d.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:13	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:12%20GMT	https://lakathybill.wixsite.com/cabcae51.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/cabcae51.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:13	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:13%20GMT	https://lakathybill.wixsite.com/b66c178d.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/b66c178d.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:14	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:14%20GMT	https://lakathybill.wixsite.com/c7fdedca.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/c7fdedca.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:14	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:14%20GMT	https://lakathybill.wixsite.com/ce9dcea4.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/ce9dcea4.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:14	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:14%20GMT	https://lakathybill.wixsite.com/bc497b45.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/bc497b45.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:15	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:15%20GMT	https://lakathybill.wixsite.com/2acb415c.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/2acb415c.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:16	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:16%20GMT	https://lakathybill.wixsite.com/7d6cd51b.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/7d6cd51b.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:16	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:16%20GMT	https://lakathybill.wixsite.com/16e57088.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/16e57088.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:16	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:16%20GMT	https://lakathybill.wixsite.com/0a1c073a.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/0a1c073a.min.css	(from https://lakathybill.wixsite.com/kathybill)
